EPICID,Name,RA,Decl,Ks,V-Ks,W1-W3,lambda_max,SpT,HalphaEqW,LiEqW,P1,P2,Class,provenance,solution_id,designation,source_id,random_index,gaia_ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,astrometric_weight_al,astrometric_pseudo_colour,astrometric_pseudo_colour_error,mean_varpi_factor_al,astrometric_matched_observations,visibility_periods_used,astrometric_sigma5d_max,frame_rotator_object_type,matched_observations,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_nb_transits,rv_template_teff,rv_template_logg,rv_template_fe_h,phot_variable_flag,l,b,ecl_lon,ecl_lat,priam_flags,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,a_g_percentile_lower,a_g_percentile_upper,e_bp_min_rp_val,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,flame_flags,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,datalink_url,epoch_photometry_url,epic_number,ra_epic,dec_epic,r_est,r_lo,r_hi,r_length_prior,r_result_flag,r_modality_flag,tm_name,k2_campaign_str,k2_type,k2_lcflag,k2_scflag,k2_teff,k2_tefferr1,k2_tefferr2,k2_logg,k2_loggerr1,k2_loggerr2,k2_metfe,k2_metfeerr1,k2_metfeerr2,k2_rad,k2_raderr1,k2_raderr2,k2_mass,k2_masserr1,k2_masserr2,k2_kepmag,k2_kepmagerr,k2_kepmagflag,k2c_disp,k2c_note,k2_gaia_ang_dist,dr2_source_id,ticid
203534383,---,243.5125,-25.8148,11.71,7.73,0.73,12,M4:,-9.5,---,0.2784*,0.3234,1,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6048717277503393792,6.048717277503394e+18,1605587777.0,2015.5,243.5124094335781,0.11175693640133155,-25.814875073071704,0.05621342750811217,6.349130057438149,0.11370433449593115,55.838943,-11.567678985349815,0.29986900524586974,-24.999266167322475,0.18378734308985276,-0.29372755,-0.025948638,-0.47981972,-0.023353847,0.2156213,0.03188891,-0.39346185,-0.056095373,-0.089822404,-0.19950412,301.0,0.0,300.0,1.0,16.067251,881.2915,0.5359017395942786,15.683402732914331,31.0,False,2.008425,1.2336818428594682,0.01621026780625473,-0.025309477,34.0,11.0,0.2776306,0.0,36.0,False,313.0,4551.461939438106,4.381843370570016,1038.7094,16.542988,34.0,402.9791999335797,7.5939402585127835,53.06589,18.838182,33.0,7255.490043633856,21.44953831551189,338.25858,15.110253,1.6826394,1.0,3.727929,2.2951946,1.4327345,,,0.0,,,,NOT_AVAILABLE,349.9917737332436,18.02256554053113,246.24947463066502,-4.533240214361495,100002.0,3675.135,3490.07,4042.79,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6048717277503393792, ,203534383,243.512453,-25.814751,156.881221069967,154.109930508009,159.752162762818,1811.13941288564,1.0,1.0,2MASS J16140298-2548531,2,STAR,1.0,0.0,7353.0,551.0,-771.0,4.02,0.08,-0.34,0.062,0.08,-0.1,2.17,1.27,-0.37,1.83,0.19,-0.34,14.1,999999.0,J,N/A,N/A,0.07038529202661287,6048717277503393792,68502886
205110559,---,243.8322,-19.352,10.46,7.74,0.61,12,---,---,---,0.4031,---,1,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6245595108015533824,6.245595108015534e+18,696772292.0,2015.5,243.83204856344688,0.15144655751782804,-19.352126071598118,0.06602147642630486,7.282163726967822,0.16269322267852424,44.760094,-8.715993267590713,0.27184364617115836,-23.945438975639558,0.1922638936073021,0.019600295,-0.43837112,-0.054138344,-0.39396805,-0.16686442,-0.20068039,-0.042012524,-0.25808558,0.16206488,-0.12069796,158.0,0.0,156.0,2.0,19.384657,798.4507,0.6197431573104341,32.86970914470059,31.0,False,2.194733,1.2276011476821835,0.020056166055330518,0.08260025,18.0,9.0,0.24541183,0.0,22.0,False,193.0,13967.888885053904,22.5757050088218,618.7133,15.325539,19.0,1400.5921706778392,19.36757831192307,72.31633,17.48561,21.0,21381.013633428232,118.34046860342659,180.67372,13.93685,1.6309985,0.0,3.5487595,2.1600704,1.388689,,,0.0,,,,NOT_AVAILABLE,355.26451084262123,22.188461949775007,245.39809669690632,1.8800575005346651,100001.0,3476.005,3390.0,3710.1724,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6245595108015533824, ,205110559,243.832149,-19.35197,136.907652733095,133.9003001257,140.05068025532,1787.80559371816,1.0,1.0,2MASS J16151970-1921073,2,STAR,1.0,0.0,6554.0,706.0,-588.0,4.04,0.02,-0.38,0.108,0.05,-0.05,1.93,1.69,-0.04,1.46,0.72,-0.07,13.1,999999.0,J,N/A,N/A,0.28075324109131367,6245595108015533824,49518818
203050730,RIK-246,247.7741,-27.4295,10.53,5.87,0.53,12,M4.5,-9.1,0.38,0.4865*,0.7740,1,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6044751575283331840,6.044751575283332e+18,119671787.0,2015.5,247.77409980138594,0.09874357263716912,-27.429580370487695,0.06659509453733564,7.424250840160071,0.10836682084360576,68.51037,-10.78030975463859,0.2185085713073533,-22.639192625100222,0.1490255175514466,0.051355835,-0.056604546,-0.15723746,-0.27821633,-0.23462076,-0.23976375,-0.375782,-0.16837785,0.19382735,0.14818689,167.0,9.0,167.0,0.0,26.05208,1226.3688,0.5605023584623028,43.077021235678174,31.0,False,2.797562,1.2651539773427638,0.02009075100009761,0.09198256,19.0,10.0,0.19254614,0.0,20.0,False,176.0,24828.32084100367,41.26480031956072,601.6828,14.700997,19.0,3620.45643717628,57.73373705844815,62.709545,16.45448,19.0,34662.40225303303,128.1889336059164,270.40088,13.412273,1.5419029,0.0,3.0422058,1.7534819,1.288724,,,0.0,,,,NOT_AVAILABLE,351.4303704532728,14.122650700478856,250.28837732499696,-5.498509700642544,100001.0,4256.2646,3642.9402,4794.745,1.074,0.605,2.07,0.584,0.3926,0.9754,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6044751575283331840, ,203050730,247.774144,-27.429482,134.224396813592,132.284949546163,136.220514100158,1887.76747603017,1.0,1.0,2MASS J16310579-2725460,2,STAR,1.0,0.0,6013.0,508.0,-317.0,4.14,0.28,-0.1,-0.044,0.16,-0.08,1.78,0.09,-0.76,1.47,0.24,-0.38,13.925,999999.0,JHK,N/A,N/A,0.026068158323553282,6044751575283331840,204792541
203185083,RIK-253,248.6464,-26.9675,10.48,6.62,0.18,12,M4.5,-27.1,0.54,0.4400,---,1,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6044838303564444544,6.044838303564445e+18,1201116266.0,2015.5,248.6463754646903,0.08193396497017927,-26.96760645816809,0.0513680725887809,6.261237270872045,0.09402040552161932,66.59445,-9.07225651512413,0.1815432658092642,-21.170371810805907,0.12189305281768248,-0.03287181,-0.22588065,-0.21192753,-0.08997309,-0.17638715,-0.06458111,-0.5368767,-0.15332289,0.23355609,0.07768837,185.0,0.0,185.0,0.0,17.583199,760.433,0.43763107392220885,23.171294574173398,31.0,False,4.1625037,1.2226034990662225,0.014252490677723035,0.05813885,21.0,10.0,0.1662034,0.0,23.0,False,201.0,19310.908230352317,78.89772580058735,244.75874,14.973859,22.0,2523.7885882053943,44.731557258746705,56.42076,16.846256,23.0,28050.58737016785,306.0592389962854,91.65084,13.642065,1.5832697,0.0,3.2041912,1.8723974,1.3317938,,,0.0,,,,NOT_AVAILABLE,352.3142890411628,13.840484935724099,250.9900331199513,-4.926614091767667,100001.0,4053.9023,3735.5024,4284.17,1.277,0.8539,1.6001,0.719,0.4622,0.9021,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6044838303564444544, ,203185083,248.646426,-26.967523,159.044652740874,156.683035502162,161.477241128261,1911.12975220015,1.0,1.0,2MASS J16343514-2658030,2,STAR,1.0,0.0,5922.0,213.0,-106.0,3.95,0.02,-0.15,-0.04,0.06,-0.46,1.91,1.07,-0.04,1.18,0.04,-0.07,14.009,999999.0,JHK,N/A,N/A,0.03507337194525315,6044838303564444544,205060766
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299409972608,6.243201299409972e+18,274789735.0,2015.5,240.33977653319064,1.8609893412084726,-22.624212678302037,0.834964014106609,,,,,,,,-0.005793098,,,,,,,,,,316.0,0.0,316.0,0.0,452.6694,699083.44,11.376836954542883,27399.976439808037,3.0,False,0.007697106,,,0.15865973,37.0,11.0,3.3883667,0.0,39.0,False,342.0,25943.324226094068,36.33057649952127,714.09064,14.653301,36.0,4390.68723119155,41.884186553074805,104.82923,16.245056,36.0,48702.755226618996,152.18863192279795,320.01572,13.043036,2.0465167,0.0,3.2020197,1.5917549,1.6102648,,,0.0,,,,NOT_AVAILABLE,350.27578915503796,22.321065548961705,242.8038942897747,-1.9417122597594811,132001.0,4162.98,3275.0,4869.593,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299409972608, ,204364515,240.33982,-22.624035,,,,,16959.0,16959.0,2MASS J16012156-2237265,15,STAR,1.0,0.0,,,,,,,,,,,,,,,,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.6557472005348695,6243201299409972608,12779416
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299409972608,6.243201299409972e+18,274789735.0,2015.5,240.33977653319064,1.8609893412084726,-22.624212678302037,0.834964014106609,,,,,,,,-0.005793098,,,,,,,,,,316.0,0.0,316.0,0.0,452.6694,699083.44,11.376836954542883,27399.976439808037,3.0,False,0.007697106,,,0.15865973,37.0,11.0,3.3883667,0.0,39.0,False,342.0,25943.324226094068,36.33057649952127,714.09064,14.653301,36.0,4390.68723119155,41.884186553074805,104.82923,16.245056,36.0,48702.755226618996,152.18863192279795,320.01572,13.043036,2.0465167,0.0,3.2020197,1.5917549,1.6102648,,,0.0,,,,NOT_AVAILABLE,350.27578915503796,22.321065548961705,242.8038942897747,-1.9417122597594811,132001.0,4162.98,3275.0,4869.593,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299409972608, ,204364515,240.33982,-22.624035,,,,,16959.0,16959.0,2MASS J16012156-2237265,2,STAR,1.0,0.0,4846.0,376.0,-208.0,2.75,0.35,-0.35,-0.661,0.75,-0.75,6.42,3.76,-1.55,0.92,0.32,-0.06,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.6557472005348695,6243201299409972608,12779416
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299409972608,6.243201299409972e+18,274789735.0,2015.5,240.33977653319064,1.8609893412084726,-22.624212678302037,0.834964014106609,,,,,,,,-0.005793098,,,,,,,,,,316.0,0.0,316.0,0.0,452.6694,699083.44,11.376836954542883,27399.976439808037,3.0,False,0.007697106,,,0.15865973,37.0,11.0,3.3883667,0.0,39.0,False,342.0,25943.324226094068,36.33057649952127,714.09064,14.653301,36.0,4390.68723119155,41.884186553074805,104.82923,16.245056,36.0,48702.755226618996,152.18863192279795,320.01572,13.043036,2.0465167,0.0,3.2020197,1.5917549,1.6102648,,,0.0,,,,NOT_AVAILABLE,350.27578915503796,22.321065548961705,242.8038942897747,-1.9417122597594811,132001.0,4162.98,3275.0,4869.593,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299409972608, ,204364515,240.33982,-22.624035,,,,,16959.0,16959.0,2MASS J16012156-2237265,15,STAR,1.0,0.0,,,,,,,,,,,,,,,,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.6557472005348695,6243201299409972608,12779416
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299409972608,6.243201299409972e+18,274789735.0,2015.5,240.33977653319064,1.8609893412084726,-22.624212678302037,0.834964014106609,,,,,,,,-0.005793098,,,,,,,,,,316.0,0.0,316.0,0.0,452.6694,699083.44,11.376836954542883,27399.976439808037,3.0,False,0.007697106,,,0.15865973,37.0,11.0,3.3883667,0.0,39.0,False,342.0,25943.324226094068,36.33057649952127,714.09064,14.653301,36.0,4390.68723119155,41.884186553074805,104.82923,16.245056,36.0,48702.755226618996,152.18863192279795,320.01572,13.043036,2.0465167,0.0,3.2020197,1.5917549,1.6102648,,,0.0,,,,NOT_AVAILABLE,350.27578915503796,22.321065548961705,242.8038942897747,-1.9417122597594811,132001.0,4162.98,3275.0,4869.593,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299409972608, ,204364515,240.33982,-22.624035,,,,,16959.0,16959.0,2MASS J16012156-2237265,2,STAR,1.0,0.0,4846.0,376.0,-208.0,2.75,0.35,-0.35,-0.661,0.75,-0.75,6.42,3.76,-1.55,0.92,0.32,-0.06,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.6557472005348695,6243201299409972608,12779416
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299401423616,6.243201299401424e+18,661608170.0,2015.5,240.33979520734977,0.13973247893935808,-22.623925214566164,0.05595101313436143,6.405934959057155,0.12771862080371066,50.156624,-8.949166243869204,0.3309303241642834,-22.182798005792062,0.14644063174752947,0.26563835,-0.04575822,0.15586825,0.14557047,-0.012086537,0.24888803,0.6470417,-0.3813441,-0.1575537,0.47196907,301.0,0.0,300.0,1.0,20.77597,1140.4601,0.5783177059912562,29.533472799776447,31.0,False,2.236778,1.275643086436553,0.015345782140511376,0.22200896,34.0,9.0,0.30626488,0.0,37.0,False,318.0,8621.977901529925,26.118762960946906,330.10666,15.849348,0.0,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,NOT_AVAILABLE,350.27602264343665,22.321256020858307,242.8038545490473,-1.9414270317690583,-9.223372036854776e+18,,,,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299401423616, ,204364515,240.33982,-22.624035,155.518974263822,152.465760914246,158.69470087371,1774.99687666496,1.0,1.0,2MASS J16012156-2237265,2,STAR,1.0,0.0,4846.0,376.0,-208.0,2.75,0.35,-0.35,-0.661,0.75,-0.75,6.42,3.76,-1.55,0.92,0.32,-0.06,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.7412042702134884,6243201299401423616,1259657177
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299401423616,6.243201299401424e+18,661608170.0,2015.5,240.33979520734977,0.13973247893935808,-22.623925214566164,0.05595101313436143,6.405934959057155,0.12771862080371066,50.156624,-8.949166243869204,0.3309303241642834,-22.182798005792062,0.14644063174752947,0.26563835,-0.04575822,0.15586825,0.14557047,-0.012086537,0.24888803,0.6470417,-0.3813441,-0.1575537,0.47196907,301.0,0.0,300.0,1.0,20.77597,1140.4601,0.5783177059912562,29.533472799776447,31.0,False,2.236778,1.275643086436553,0.015345782140511376,0.22200896,34.0,9.0,0.30626488,0.0,37.0,False,318.0,8621.977901529925,26.118762960946906,330.10666,15.849348,0.0,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,NOT_AVAILABLE,350.27602264343665,22.321256020858307,242.8038545490473,-1.9414270317690583,-9.223372036854776e+18,,,,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299401423616, ,204364515,240.33982,-22.624035,155.518974263822,152.465760914246,158.69470087371,1774.99687666496,1.0,1.0,2MASS J16012156-2237265,2,STAR,1.0,0.0,4846.0,376.0,-208.0,2.75,0.35,-0.35,-0.661,0.75,-0.75,6.42,3.76,-1.55,0.92,0.32,-0.06,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.7412042702134884,6243201299401423616,1259657177
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299401423616,6.243201299401424e+18,661608170.0,2015.5,240.33979520734977,0.13973247893935808,-22.623925214566164,0.05595101313436143,6.405934959057155,0.12771862080371066,50.156624,-8.949166243869204,0.3309303241642834,-22.182798005792062,0.14644063174752947,0.26563835,-0.04575822,0.15586825,0.14557047,-0.012086537,0.24888803,0.6470417,-0.3813441,-0.1575537,0.47196907,301.0,0.0,300.0,1.0,20.77597,1140.4601,0.5783177059912562,29.533472799776447,31.0,False,2.236778,1.275643086436553,0.015345782140511376,0.22200896,34.0,9.0,0.30626488,0.0,37.0,False,318.0,8621.977901529925,26.118762960946906,330.10666,15.849348,0.0,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,NOT_AVAILABLE,350.27602264343665,22.321256020858307,242.8038545490473,-1.9414270317690583,-9.223372036854776e+18,,,,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299401423616, ,204364515,240.33982,-22.624035,155.518974263822,152.465760914246,158.69470087371,1774.99687666496,1.0,1.0,2MASS J16012156-2237265,15,STAR,1.0,0.0,,,,,,,,,,,,,,,,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.7412042702134884,6243201299401423616,1259657177
204364515,---,240.3398,-22.624,10.05,6.84,0.34,24,M4,-8.4,0.55,3.0863,1.456*,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6243201299401423616,6.243201299401424e+18,661608170.0,2015.5,240.33979520734977,0.13973247893935808,-22.623925214566164,0.05595101313436143,6.405934959057155,0.12771862080371066,50.156624,-8.949166243869204,0.3309303241642834,-22.182798005792062,0.14644063174752947,0.26563835,-0.04575822,0.15586825,0.14557047,-0.012086537,0.24888803,0.6470417,-0.3813441,-0.1575537,0.47196907,301.0,0.0,300.0,1.0,20.77597,1140.4601,0.5783177059912562,29.533472799776447,31.0,False,2.236778,1.275643086436553,0.015345782140511376,0.22200896,34.0,9.0,0.30626488,0.0,37.0,False,318.0,8621.977901529925,26.118762960946906,330.10666,15.849348,0.0,,,,,0.0,,,,,,2.0,,,,,,0.0,,,,NOT_AVAILABLE,350.27602264343665,22.321256020858307,242.8038545490473,-1.9414270317690583,-9.223372036854776e+18,,,,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6243201299401423616, ,204364515,240.33982,-22.624035,155.518974263822,152.465760914246,158.69470087371,1774.99687666496,1.0,1.0,2MASS J16012156-2237265,15,STAR,1.0,0.0,,,,,,,,,,,,,,,,15.778,999999.0,gri,FALSE POSITIVE,N/A,0.7412042702134884,6243201299401423616,1259657177
203849738,RIK-100,242.4703,-24.6982,10.93,6.69d,0.37,12,M5.5,-15.1,0.40,0.6190,---,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6049821633855485440,6.049821633855486e+18,1040148969.0,2015.5,242.47029438053764,0.1124403938308702,-24.698320926555116,0.051051086010544866,6.755376504489496,0.10450505220006683,64.641624,-11.870629887387594,0.22319129595721587,-25.677360276522197,0.1858348339710305,-0.536438,-0.34376115,0.15364082,-0.58024204,0.23432235,-0.360469,0.17128164,-0.13837306,0.26249334,-0.4675417,353.0,0.0,353.0,0.0,26.224567,1597.773,0.5316175367070457,38.119381345775565,31.0,False,2.8131433,1.2670450362219028,0.013216324291686973,-0.08681769,40.0,9.0,0.2323121,0.0,42.0,False,370.0,12169.568887863106,11.770117792659155,1033.9377,15.475178,39.0,1306.740195155241,15.260889920417801,85.62674,17.560915,38.0,18496.339581851767,37.15570706779481,497.80615,14.094206,1.6272622,0.0,3.4667091,2.0857372,1.3809719,,,0.0,,,,NOT_AVAILABLE,350.15305394120213,19.475705793377365,245.11751306276813,-3.6058332959371193,100001.0,3830.6025,3441.0,4236.4873,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6049821633855485440, ,203849738,242.470329,-24.698206,147.464627735634,145.208967007529,149.790182313611,1802.47966032698,1.0,1.0,2MASS J16095287-2441535,2,STAR,1.0,0.0,7488.0,695.0,-695.0,4.11,0.03,-0.29,0.093,0.12,-0.21,1.95,0.84,-0.18,1.81,0.17,-0.3,14.39,999999.0,JHK,FALSE POSITIVE,N/A,0.07249428828760904,6049821633855485440,68045555
203692610,---,242.6318,-25.2671,11.6,5.92,0.28,12,M4,-3.0,0.54,1.821,---,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6049554108931809152,6.049554108931809e+18,467571352.0,2015.5,242.6317088673426,0.09778749900517836,-25.267263669172532,0.04434341617828205,6.157290263413107,0.10481513189576304,58.74429,-11.231317299623118,0.1695516182176223,-22.517430111291855,0.13886090442591092,-0.5872296,-0.49045876,0.10253998,-0.62671834,0.4385994,-0.4094887,0.22491296,-0.35938787,0.5038865,-0.31143337,425.0,0.0,422.0,3.0,16.295244,1085.5496,0.3832029870520482,15.927080471588956,31.0,False,3.9054127,1.2527197006399033,0.01033332932716747,-0.07994325,48.0,10.0,0.17539908,0.0,50.0,False,435.0,8993.634349797783,5.2382693334280335,1716.9095,15.803528,48.0,1202.4604100611828,8.661324583014103,138.83101,17.65121,45.0,12750.74481630972,24.213238199955992,526.60223,14.498081,1.5514535,1.0,3.1531296,1.847683,1.3054466,,,0.0,,,,NOT_AVAILABLE,349.8276928891932,18.97498443096677,245.36646079808887,-4.138196653371651,100002.0,3700.3733,3475.225,4083.6501,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6049554108931809152, ,203692610,242.631775,-25.267141,161.736536751677,159.019057813299,164.546793156842,1815.10831388198,1.0,1.0,2MASS J16103162-2516017,2,STAR,1.0,0.0,6030.0,394.0,-552.0,4.04,0.35,-0.29,0.019,0.12,-0.42,1.66,0.9,-0.67,1.2,0.28,-0.34,15.092,999999.0,JHK,FALSE POSITIVE,N/A,0.10134759254398015,6049554108931809152,68131578
205374937,---,242.8255,-17.958,9.33,6.35,0.34,24,M4,-4.8,0.55,0.6345*,0.5436,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6249001841715440512,6.249001841715441e+18,1684937979.0,2015.5,242.82551452093418,0.2215262877950381,-17.958088313684502,0.1435150415570275,6.757050850441353,0.26542617227822646,25.457365,-7.530741850883355,0.4900474141195996,-23.66182176372655,0.36150783516976603,-0.31019443,-0.19726294,-0.070167266,-0.12920168,-0.12808013,-0.014828215,-0.12696707,-0.26656547,0.30868804,-0.17714845,178.0,0.0,178.0,0.0,78.59989,9611.404,1.4480296345555803,466.31367264163686,31.0,False,0.46887323,1.4090227107539126,0.04042105229388827,-0.07519277,20.0,10.0,0.44315597,0.0,23.0,False,205.0,62855.95277033258,167.16792734770897,376.00485,13.6925,23.0,8822.784192994597,147.16920889244267,59.949932,15.487374,22.0,88848.08004768194,613.1809025494119,144.89702,12.3903,1.553884,1.0,3.0970745,1.7948742,1.3022003,,,0.0,,,,NOT_AVAILABLE,355.70378708475994,23.828359722091513,244.2095453050699,3.08121305280369,100002.0,4344.07,3642.9402,4816.275,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6249001841715440512, ,205374937,242.825533,-17.957988,147.795928229005,142.165773918899,153.881969235783,1789.06915616782,1.0,1.0,2MASS J16111813-1757286,2,STAR,1.0,0.0,4828.0,243.0,-60.0,2.8,0.69,-0.34,-0.402,0.4,-0.8,6.08,2.61,-2.83,0.97,0.3,-0.11,13.902,999999.0,gri,N/A,N/A,0.053738378394574154,6249001841715440512,49165224
202873945,---,245.4164,-28.0518,11.24,8.21,0.75,12,---,---,---,0.6258,---,2,2017AJ....153..152S,1.6357214584097997e+18,Gaia DR2 6039044255241799808,6.0390442552418e+18,67977952.0,2015.5,245.4162932609202,0.0863618353956115,-28.051978434620963,0.04304360324384463,5.884304911377553,0.09141939452817045,64.36604,-9.849728143054133,0.18537998127801944,-23.384452639856754,0.1331597915412854,-0.5094239,-0.13261275,-0.23470426,-0.08363989,0.20422858,-0.020408764,-0.23906061,-0.2355647,0.104617804,-0.18741333,398.0,9.0,397.0,1.0,14.128256,934.39404,0.4137011449723216,13.06563796058441,31.0,False,3.0237968,1.2263086753083954,0.012207398947556465,-0.12277986,46.0,11.0,0.1700877,0.0,48.0,False,415.0,6101.330814602384,5.455723661789445,1118.3357,16.224804,44.0,519.2210067393418,6.86106826535295,75.67641,18.563007,46.0,9622.529172051049,17.498058793020267,549.9198,14.803697,1.6622194,0.0,3.7593107,2.3382034,1.4211073,,,0.0,,,,NOT_AVAILABLE,349.5063951844832,15.253307832356695,248.31626371543737,-6.444492708481131,100001.0,3712.7,3496.82,3899.28,,,,,,,-9.223372036854776e+18,,,,,,,http://geadata.esac.esa.int/data-server/datalink/links?ID=6039044255241799808, ,202873945,245.41635,-28.051846,169.187400038046,166.590165944439,171.865409926078,1858.91145009142,1.0,1.0,2MASS J16213992-2803066,2,STAR,1.0,0.0,5655.0,302.0,-785.0,3.71,0.46,-1.37,-0.007,0.2,-0.68,2.33,7.46,-1.19,1.07,0.52,-0.17,15.117,999999.0,JHK,N/A,N/A,0.11758905137613407,6039044255241799808,391993423
